area,attr_text,bedrooms,chinese_content,datetime,detail_content,geolocation_latitude,geolocation_longitude,has_image,mapaddress,name,price,url,where,attr_space,attr_type,geo_location,lat_long
900ft2,"2BR / 1Ba
900ft2
available jul 15


friday 2017-06-30

cats are OK - purrr
apartment
laundry on site
no smoking
carport",2,False,2017-07-03 12:24,"Bonnie Terrace is a controlled access community that features a newly remodeled pool, fitness center, wet/dry sauna and large, grassy areas where you can spend quality time outdoors. Apartments feature all-electric kitchens with dishwashers, private patios or balconies and extra storage rooms on site for rent. Also utilities are included (minus PG&E). We're across Braley Park for lovely strolls and Sunnyvale's central hub for shopping, dining and entertainment, so there is always something to do.

Apartment Features...
- Fitness Center, complete with a pool and sauna.
- Heating, ceiling fans, tub and shower (remote controlled wall A/C in renovated units).
- Large closets, dining room, vinyl flooring, and carpet
- Kitchen is complete with dishwasher, disposal, and refrigerator (stainless steel appliances in Renovated units).
- Enjoy our outdoor balcony, patio, and sundeck
- Utilities included (water, garbage and sewer).
- Controlled access community with night security patrol
- Smoke free community  
Cats are welcome!
Contact Number: 
 show contact info


Office Hours: Mon - Sat 8:30AM - 5:00PM
660 Gail Ave.
Sunnyvale, CA, 94086    ",37.363777,-122.017698,False,"660 GAIL AVE
        (google map)
        
",Large Two Bedroom! Utilities included/Gated community,$2621,http://sfbay.craigslist.org/sby/apa/6163268320.html,sunnyvale,813ft2,1BR / 1Ba,37.363777-122.017698,"(37.363777, -122.017698)"
482ft2,"0BR / 1Ba
482ft2
available jul 3

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
off-street parking
wheelchair accessible",,False,2017-07-03 12:21,"Solstice Apartment Homes
www.LiveSolstice.com 
show contact info
299 W. Washington Ave. Sunnyvale, CA 94086
Ask us about Home 1302!!Solstice has a spacious 482 sqft Studio available for move-in. This home features beautiful hardwood flooring throughout, a personal patio with natural light flooding in, a modern kitchen packed with stainless steel appliances, deep cabinets and pre-installed light fixtures. Other features include a huge double paned windows. You'll be able to let in that fresh Sunnyvale light and air and bring down the built-in mecho shades when needed. This studio also has a large closet with shelving already installed and you'll even have your own full-sized washer and dryer to keep it all clean!
Solstice is located in the heart of Sunnyvale. Our community is only a 2 minute walk from the CalTrain station, allowing you to save time traveling in the Bay Area. There are also several highly rated restaurants located one block away on the Historic Murphy's Avenue which also features a weekly Famer's Market. You can even grab a slice of that afternoon cake at Prolific Oven or glass of wine at City Place - both just opened here at Solstice!
Community Features: 
- A saline pool
- Two hot tubs
- 24/7 Fitness Center
- A modern clubhouse for celebrations
- Outdoor Barbeque areas
- Pool table
- Plenty of outdoor lounge space
- Bicycle storage area
- A Wi-fi sitting room
- Business center with computers, complimentary internet and access to a printer.
- Charging outlets for electric vehicles
*Equal Housing Opportunity
*Pricing and availability are subject to change daily
    ",37.376518,-122.032335,True,"299 W. Washington Ave.
        (google map)
        
",$500 Off Luxury Studio w/Spacious Patio in Downtown Sunnyvale,$2800,http://sfbay.craigslist.org/sby/apa/6203346091.html,sunnyvale,813ft2,1BR / 1Ba,37.376518-122.032335,"(37.376518, -122.032335)"
1371ft2,"1BR / 2Ba
1371ft2
available jul 3

cats are OK - purrr
dogs are OK - wooof
townhouse
w/d in unit
no smoking
detached garage",1,False,2017-07-03 12:15,"Loft House
150 S. Taaffe Street, Sunnyvale, CA, 94086
More unit details at:
http://thegreystar.com/7grw46
Call Now: 
 show contact info

NEW LOFT-INSPIRED APARTMENTS IN SUNNYVALE, SAN JOSE, CA
This is a 1 Bedroom + Loft, 2 Bath, approximately 1371 Sq. Ft. 
Say hello to Loft House, Sunnyvale's newest apartment concept - and definitely its most stylish. This fresh take on home design was influenced by the open floorplans, high ceilings and big windows of city lofts. Are you searching for an apartment for rent in Sunnyvale, CA? Dressed up in modern architecture and balanced by natural materials, organic retreats and a sun-drenched pool, Loft House has all the looks while offering a beautiful, relaxed living experience. And best of all, you're in the very center of downtown Sunnyvale, with Plaza del Sol at your doorstep, historic Murphy Street across the way and Sunnyvale Town Center down the block. If you're looking for an apartment for rent, Sunnyvale is a place to call home, especially when you choose Loft House. There's nothing else like it; so come have a look and discover why Loft House has been nominated for the Best Mixed Use Development by the Silicon Valley Business Journal. 
Features
- Sleek, modern kitchen balanced by a palette of beautiful, natural finishes and materials 
- Oversized windows 
- Twenty-foot-ceilings 
- Neutral-colored wall space for you to show off your own style 
- Contemporary yet entirely comfortable 
Community Amenities
- The Grove - lush open-air courtyard 
- The Gym - modern gym and fitness center 
- The Grill - outdoor grilling and dining area 
- The Bike Room - resident cycling storage 
- The Fireplace - outdoor fireside gathering 
- The Oasis - boutique resort-style pool and spa 
- The Business Lounge - conference room and business center 
- The Loft - private lounge with gourmet kitchen 
- The Cabana - indoor-outdoor poolside bar 
- The Game Room - multi-media theatre, gaming and billiards 

Office Hours
Monday- Saturday 10:00 AM- 6:00 PM (PST) 
Pet Policy
Up to two pets per home. Cat or dog allowed with additional deposit per pet and pet rent. Please inquire within. 
Equal Housing Opportunity 

cxZ5HhB5    ",37.376400,-122.023800,True,"251 Olson Way
        (google map)
        
","Oversized windows, Twenty-foot-ceilings",$4495,http://sfbay.craigslist.org/sby/apa/6203336970.html,Sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
,"4BR / 2Ba
available jul 5

house
w/d hookups
attached garage",4,False,2017-07-03 12:13,"866 Lavendar Drive, Sunnyvale
Rent:  $3900
Deposit:  $3900
Four Bedroom, Two Bath home with living room, family room, two car garage. private yard.  Fireplace. Washer/Dryer hook-ups only.  
Please call 
 show contact info
to set up an appointment to view.    ",37.376400,-122.023800,True,"866 Lavendar Drive
        (google map)
        
",Four Bedroom Two Story Home,$3900,http://sfbay.craigslist.org/sby/apa/6203333937.html,sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
1005ft2,"1005ft2
available jul 3

apartment
no smoking",,False,2017-07-03 11:57,"Clean, Spacious, Recently Renovated, Apartment Home in Sunnyvale. This apartment home is in a 4 Plex Unit in a nice/quiet neighborhood. Located in a cul-de-sac. Second floor
Excellent Sunnyvale School District!!!
Two bedroom/One bathroom (plus bonus powder room) apartment home with a LARGE floorplan with approximately 1005 sq.ft. for $2395 on the second floor.
Unit feature:
-Remodeled bathroom (plus powder room) and custom features like crown molding and fireplace
-Apartment is above carport (ie. no tenants under you for you to worry about walking and/or noise)
-Appliances: Dishwasher, Stovetop Oven, Microwave with Venting Hood, Large Refrigerator
-Tile counter tops
-New Paint
-Secure Covered Carport with storage included
-On-site coin-operated laundry

Reserve your Apartment Home Today!
Call or email Kevin for an appointment. For quicker response...please call or text.
408.Seven61-1116
Excellent location just a few short miles to Downtown Sunnyvale. Conveniently located near shopping, dining, entertainment, public transportation and major highways 85, 101, 280 and 237. Located in the distinguished Sunnyvale School District. Local employers such as Cisco, Google, LinkedIn, Apple, Palo Alto Medical Foundation, El Camino Hospital.
This is a no smoking, no pets apartment, no section 8    ",37.376400,-122.023800,True,"
        (google map)
        
",2br - 1005ft2 - LARGE 2BR/1 BATH Apartment/Home w/Private Covered Carp,$2395,http://sfbay.craigslist.org/sby/apa/6203308517.html,sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
1102ft2,"2BR / 2Ba
1102ft2
available aug 24

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
detached garage",2,False,2017-07-03 11:38,"Call Now - 
 show contact info

This is a 2 Bedroom, 2 Bath, approximately 1102 Sq. Ft. 
Nestled in the heart of Silicon Valley, Villa Del Sol offers a blissful lifestyle from the inside, out. Each of our thoughtfully designed, pet-friendly apartment homes features private entry, patio or balcony, ceiling fan, washer and dryer in unit, and expansive closet space. Our one, two and three bedroom homes also boast double-paned windows, modern GE appliances, additional onsite storage options, and dramatically vaulted ceilings in select units. Enjoy our outdoor hot tub, 24-hour fitness center and comfortably furnished business center. Urban commuters have easy access to Silicon Valley's technology employers, as Villa Del Sol is a brief walk to Caltrain Station and minutes from all major freeways. Downtown Murphy Street and Sunnyvale Town Center flourish with a vast array of shopping and dining options.
Our friendly staff is waiting to welcome you home-- call us today to schedule a tour! 
Features:
Vaulted Ceilings *, Expansive Closet Space, Patio/Balcony, Additional Onsite Storage *, Private Entry, Washer/Dryer in unit, Detached Garage, Double-Paned Windows *, Ceiling Fan, Modern GE Appliances * 
* In Select Units
Community Amenities:
Minutes Away From All Major Freeways, Sparkling Pool, 24-Hour Fitness Center, Short Term Leases Available 3-12 Months, Hot Tub, Brief Walk to Caltrain Station, Business Center 
Pet Policy:
Cats and Dogs Welcome
$45/Cats and $50/Dogs $500 Deposit (2 pets Max)
No Restricted Breeds 
Visit This Website to See More:
http://pinnaclefamily.aptdetails.com/ghk995

Equal Housing Opportunity 

eRrjk60EXz4M    ",37.376455,-122.027034,True,"355 E. Evelyn Ave.
        (google map)
        
","Expansive Closet Space, Vaulted Ceilings, Double-Paned Windows",$3840,http://sfbay.craigslist.org/sby/apa/6203279546.html,sunnyvale,813ft2,1BR / 1Ba,37.376455-122.027034,"(37.376455, -122.027034)"
,"1BR / 0Ba
available jul 21


monday 2017-07-03

apartment",1,False,2017-07-03 11:34," Welcome home to Lincoln Glen Apartments! 1B1B  1  bed / 1 bath /  $2,484 150 East Remington DriveSunnyvale, ca 94087Want more information? http://unit-availability.com/lead/5n01v3748379/1?extnId=7105598 Call Us Today! 
 show contact info
x669  Property Description  When you're not relaxing in the comfort of this beautiful garden-style one-bedroom apartment, help yourself to the benefits of a free fitness center, on-site tennis court, and a refreshing swimming pool. This home has everything you need and expect, including air conditioning. Call now  Property Amenities  * Air Conditioning  * Close to 85, 101, and 280 freeways  * Cable Ready  * Close to shopping and restaurants  * Covered Parking  * Relaxing Sauna  * Swimming Pool  * 24 hour emergency service Parking:Type - Covered Lot Covered parking for most cars. Please call for parking information. Pet Policy:No pets allowed.Management Company: Woodmont Real Estate Services*  Call Us Today! 
show contact info
x669 Equal Housing Opportunity ",37.358888,-122.031478,True,"150 East Remington Drive
        (google map)
        
",BRAND NEW 1x1 BEDROOM FEATURING LUXURY FINISHES!,$2484,http://sfbay.craigslist.org/sby/apa/6203272574.html,sunnyvale,813ft2,1BR / 1Ba,37.358888-122.031478,"(37.358888, -122.031478)"
910ft2,"2BR / 1Ba
910ft2
available jul 3


monday 2017-07-03

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
carport",2,False,2017-07-03 11:26,"Summerhill Park
show contact info
  |     
http://live.summerhillparkapts.com
972 Corte Madera Ave  Sunnyvale, California 94085
  
Apply TODAY!

       Here at Summerhill Park we have everything you want plus so much MORE!
UNBEATABLE LOCATION AT A MARVELOUS PRICE! WE ARE SO CLOSE TO EVERYTHING Offering 2 bedroom 1 bathroom apartment w/ lovely view and outdoor storage. Your home has a fully equipped gourmet kitchen, cozy balcony, wood-style floors, FULL SIZE washer/dryer and air conditioning!
 *At $3326/month for a 12-month leasing optionALL YOURS!
Its all about location, LOCATION, location! Work in Santa Clara, Mountain View, Cupertino? Well now you can cut the Silicon Valley commute out of your life, because Summerhill Park is located within a couple of miles of Cal Train, Light Rail, and Central Expressway!  We are fortunate to have a Encinal Park as our backyard! Yes! It is directly across the street from where we are! You are sure to enjoy taking walks/jogs around the park, walking your pets, watching a soccer game, or enjoying some tennis! What better motivation to get out and exercise!
  
  
    All prices are subject to change. All prices are subject to lease term and move in date.
  
Equal Housing Opportunity    ",37.376400,-122.023800,True,"Corte Madera Ave at Mary
        (google map)
        
",Apply Today and Receive a HOT Move in Special! $500 OFF!,$3326,http://sfbay.craigslist.org/sby/apa/6203248211.html,sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
546ft2,"1BR / 1Ba
546ft2
available jul 3

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
carport",1,False,2017-07-03 11:24," CALL US TODAY! 
show contact info
x911 SPRUCE1 bedroom 1 bath   546sq.ft   $2,444 - $2,633  DESCRIPTION:  Come to the serene neighborhood of Spruce Apartments and select this one-bedroom, one-bathroom home! It has a private deck that provides an ideal place for lounging and reading, as well as several closets with abundant space for clothes and accessories. The living room with modern flooring is both comfortable and spacious, allowing you to arrange your furniture in a variety of ways. For easy completion and cleanup of daily cooking, the kitchens in the remodeled apartments come with stainless steel appliances and quartz countertops. Managing laundry is simple and convenient as renovated homes include stackable washers and dryers. You're sure to enjoy the comprehensive amenities offered at Spruce Apartments, including three swimming pools, four tennis courts, a fitness center, and two game rooms, which include billiards and a tennis table. An outdoor yoga deck and barbecue areas are also available. See more of this neighborhood by calling today! All pricing and availability are subject to change.  SPECIALS:  Up to 1 month free on select apartments Resort-Style Living Near Silicon Valley  655 South Fair Oaks Avenue  Sunnyvale, CA 94086  PROPERTY WEBSITE:  http://www.prometheusreg.com/san-francisco-properties/spruce DISCLAIMER:  Call for details: pricing/availability subject to change at any time. ",37.376400,-122.023800,True,"655 s fair oaks
        (google map)
        
","Your new home has 24 hour gym, fitness classes, and tennis lessons!",$2444,http://sfbay.craigslist.org/sby/apa/6203256448.html,sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
906ft2,"2BR / 1Ba
906ft2
available jul 3

house
w/d in unit
no smoking
attached garage",2,False,2017-07-03 11:20,"Cute 2BD/1BA Single Family Home
Great location near Downtown Sunnyvale
Conveniently located to all downtown Transportation Hubs, Shopping,
Markets, and parks.
Recently Remodeled Home
All appliances included- Fridge, Gas Range, Dishwasher, Garbage Disposal, and Washer and Dryer
Dual Pane Windows w/ Blinds
Fresh Paint 
Large Bathroom with tub/shower
One car enclosed garage with new auto opener
Extremely Large Backyard
Includes gardener
Schools: Sunnyvale School District*
Vargas Elementary-Sunnyvale Middle-Homestead High
Easy commute to Google, LinkedIn, Apple, and All Other Major Company Campuses 
Sorry, non-smokers only and no pets.
Drive by first, then call the office to set an appointment to view the inside 
Hill & Co. Realtors- 
 show contact info
 www.hillandcorealtors.com- 
 show contact info
",37.378291,-122.040199,True,"865 W. Washington Ave.
        (google map)
        
",2BD/1BA Single Family Home (865 W. Washington Ave),$3200,http://sfbay.craigslist.org/sby/apa/6203249886.html,sunnyvale,813ft2,1BR / 1Ba,37.378291-122.040199,"(37.378291, -122.040199)"
,"1BR / sharedBa
available jul 11

furnished
house
w/d in unit
no smoking
street parking",1,False,2017-07-03 11:19,"Availability: Starting Aug 5, 2017.
Rental price: 
1. Monthly: $2500/mo
2. 3 months: $2300/mo 
3. 6 months +: $2000/mo
Utilities - electricity, water, internet, waste disposal are included.
Overall
Private and peaceful room in a classic, newly-renovated house designed by Joseph Eichler in 1960s. Located in the middle of Silicon Valley, 5 mins from Apple, Google, LinkedIn, Yahoo, etc., and minutes away from groceries. 
The Space
There is a ton of life in this area with a lot of opportunity to embrace, and yet this room is set in just the right spot to enjoy peace and quiet when you come home. The local area is full of people who are up to amazing things - from startup founders to software engineers, researchers, interns, managers/directors, and investors - there's a lot you can accomplish here.
This is a single bedroom in a classic Eichler House, with a beautiful inside patio and a backyard garden. Your private bedroom comes with everything you see in the photos, including a lot of closet space. All common areas, including the bathroom is shared between two other rooms and thoroughly cleaned for each guest. I welcome open access to cook light foods (meats/fish, curries, or any food that potentially has a strong smell is not encouraged) in the kitchen and we share all the utensils/appliances you need. 
You receive a fast up to 200 Mbps secure internet connection for your communications through wireless wifi. The living room, dining area, backyard and all common living areas are yours to enjoy! I definitely welcome great conversation and dining together, feel free to ask and talk with me anytime. I also understand if you have a busy agenda and need to take care of your endeavors in solitude - I respect this either way.
I was a student at Stanford and Berkeley and also a co-founder of a VR startup. I will usually come home pretty late, but sometimes I also work at home for the whole day. I reside in the master bedroom and I enjoy meeting people. I have had the pleasure of hosting over 30 guests from all over the world and have immensely enjoyed meeting them and even worked closely on projects together!
The Neighborhood
1. Location: premium neighborhood near downtown Sunnyvale, in the middle of Silicon Valley.
2. Ideal for traveling, interns, or employees with cars.
EVERYTHING YOU NEED IS WITHIN 5 MINUTES DRIVING !
1. Work: 5 minutes drive from APPLE. 10 minutes drive from Google.
2. University: 20 minutes drive to Stanford University; 1-hour drive to UC Berkeley
3. Grocery store: 3 minutes drive to Safeway, In and Out Burger, restaurants, and groceries.
4. Airports: 20 minutes from San Jose Airport; 40 minutes from SFO International Airport.
There is also plenty of street parking space in front of my place available if you're bringing a car.
If you're interested, send me a please send me some information about:
1. yourself and what you do.
2. duration of stay and estimated time of arrival on your check in date.    ",37.359041,-122.039197,True,"
        (google map)
        
",Eichler House - Full Furnished Private Room,$2000,http://sfbay.craigslist.org/sby/apa/6185640873.html,sunnyvale,813ft2,1BR / 1Ba,37.359041-122.039197,"(37.359041, -122.039197)"
950ft2,"2BR / 2Ba
950ft2
available jul 25

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
carport",2,False,2017-07-03 11:10,"Summerhill Park
show contact info
  |     
http://live.summerhillparkapts.com/
972 Corte Madera Ave  Sunnyvale, California 94085
COMFORT, CONVENIENCE, LET US SHOW YOU  POSSIBLITIES FOR A NEW HOME!...
Moving is not always an easy process, and we here at Summerhill Park strive to accommodate our future residents as much as possible. We understand the concept of home, and we would like to welcome you as a part of our community.
Available July 25TH! starting @ $3403/month for a 12-month lease option! $250 SECURITY DEPOSIT AND NO APPLICATION FEES!
Let the convenience of our location and comfort of the environment welcome you Home! With Cal-Train and the VTA Light Rail just a few short miles away, grocery, shopping, and dining within blocks, you won't find anything better! 
Summerhill Park falls under the Vargas Elementary, Sunnyvale Middle, & Homestead High School boundaries! 

All prices are subject to change. All prices are subject to lease term and move in date

Equal Housing Opportunity

",37.376400,-122.023800,True,"Corte Madera Ave at Mary
        (google map)
        
",SPECTACULAR SUNNYVALE LOCATION-Visit Today for special!,$3403,http://sfbay.craigslist.org/sby/apa/6203217444.html,sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
850ft2,"2BR / 2Ba
850ft2
available jul 3

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
carport",2,False,2017-07-03 10:35,"Call Us Today  
 show contact info

Special Offer
Save up to $400 on select apartment homes
This beautiful apartment has a great location in our lushly landscaped community. Great closet space with an extra locking storage on your enclosed, private patio. This apartment home features an in wall air conditioning/heating unit, energy efficient, stainless steel appliances, in home washer and dryer plus a ceiling fan in every room! Beat the heat at Arbor Terrace. PLUS, Enjoy our fitness center, pool, hot tub, and barbecue - we supply the propane, you enjoy the grill. Picture above are of the actual unit! Call and ask about 104, or stop by to see it yourself!
Arbor Terrace apartments of Sunnyvale, CA, in the South Bay, offers convenient access to major expressways including 85, 280 and 101. Our Arbor Terrace apartments are within walking distance of the Caltrain and a variety of shops, restaurants, and entertainment. Arbor Terrace apartments come in one- and two-bedroom floor plans with a plethora of amenities. Come see everything Arbor Terrace apartments have to offer!
Arbor Terrace Apartments
More Photos http://www.equityapartments.com/san-francisco-bay/sunnyvale/arbor-terrace-apartments?ilsid=93
",37.364043,-122.027013,True,"555 E. El Camino Real
        (google map)
        
",Ready Now! Hard Surface Flooring w/ Washer and Dryer!,$2940,http://sfbay.craigslist.org/sby/apa/6203177986.html,sunnyvale,813ft2,1BR / 1Ba,37.364043-122.027013,"(37.364043, -122.027013)"
679ft2,"1BR / 1Ba
679ft2
available sep 15

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
detached garage",1,False,2017-07-03 10:24,"Villa Del Sol
355 E EVELYN AVE, Sunnyvale, CA, 94086
Use this link for more information:
http://pinnaclefamily.aptdetails.com/345r6k
Call Now: 
 show contact info

Heritage District Sunnyvale Apartments
This is a 1 Bedroom, 1 Bath, approximately 679 Sq. Ft. 
Nestled in the heart of Silicon Valley, Villa Del Sol offers a blissful lifestyle from the inside, out. Each of our thoughtfully designed, pet-friendly apartment homes features private entry, patio or balcony, ceiling fan, washer and dryer in unit, and expansive closet space. Our one, two and three bedroom homes also boast double-paned windows, modern GE appliances, additional onsite storage options, and dramatically vaulted ceilings in select units. Enjoy our outdoor hot tub, 24-hour fitness center and comfortably furnished business center. Urban commuters have easy access to Silicon Valley's technology employers, as Villa Del Sol is a brief walk to Caltrain Station and minutes from all major freeways. Downtown Murphy Street and Sunnyvale Town Center flourish with a vast array of shopping and dining options.
Our friendly staff is waiting to welcome you home-- call us today to schedule a tour! 
Features
- Private Entry 
- Detached Garage 
- Washer/Dryer in unit 
- Patio/Balcony 
- Additional Onsite Storage * 
- Ceiling Fan 
- Vaulted Ceilings * 
- Expansive Closet Space 
- Double-Paned Windows * 
- Modern GE Appliances * 
* In Select Units 
Community Amenities
- Business Center 
- Hot Tub 
- Brief Walk to Caltrain Station 
- Minutes Away From All Major Freeways 
- Short Term Leases Available 3-12 Months 
- 24-Hour Fitness Center 
- Sparkling Pool 

Office Hours
MON-SAT 9:00 AM - 6:00 PM
SUN 10:00 AM - 5:00 PM 
Pet Policy
Cats and Dogs Welcome
$45/Cats and $50/Dogs $500 Deposit (2 pets Max)
No Restricted Breeds 
Income Requirements:
Three times the monthly rent. 
Equal Housing Opportunity 

cuLaHawx2h    ",37.376455,-122.027034,True,"355 E. Evelyn Ave.
        (google map)
        
","Washer/Dryer in unit, Modern GE Appliances, Vaulted Ceilings",$3051,http://sfbay.craigslist.org/sby/apa/6203158877.html,sunnyvale,813ft2,1BR / 1Ba,37.376455-122.027034,"(37.376455, -122.027034)"
,"3BR / 1Ba
available jun 21

cats are OK - purrr
house
w/d in unit
attached garage",3,False,2017-07-03 10:01,"



Property Address
831 Shirley Avenue | Sunnyvale, CA 94086

  Available: Now

Offered By

  Miller & Hinkle Property Management, Inc.  |  
 show contact info


Description
    Completely remodeled with the latest finishes, this house features all new stainless steel appliances, new flooring, new paint, new blinds, new tile, a new washer & dryer, new light fixtures, new bathroom fixtures, a low maintenance front yard and a new garage door.  Located close to Central Expressway and Highways 101, 237 and Mathilda this property provides easy access to work, shopping and recreation.  Tenant pays all utilities.  A one year lease is required.
Please drive to the property and view the exterior and the neighborhood. If you are interested in viewing the inside of the property please call us at 
 show contact info
to find out when we will be showing it. The property manager will have the applications at the showing. Thank you and we look forward to meeting you.
BRE#: 00679215

Amenities
Completely Remodeled
All new stainless steel appliances
Gas Stove
Dishwasher
Refrigerator
Farmhouse Sink
New flooring
New Paint
New light fixtures
New washer & dryer
New Blinds
New bathroom pedestal sink
New toilet
New tile
Low maintenance front yard
New garage door
One Year Lease Required
Details
Beds/Baths: 3BD/1.0BA
Rental Terms
Rent: $3,500.00 
    Available: Now
    Application Fee: $20.00
    Security Deposit: $3,200.00
  
Pet Policy
Cats allowed
Dogs not allowed
",37.376400,-122.023800,True,"
        (google map)
        
",Remodeled Sunnyvale House,$3500,http://sfbay.craigslist.org/sby/apa/6186885612.html,sunnyvale,813ft2,1BR / 1Ba,37.376400-122.023800,"(37.376400, -122.023800)"
1764ft2,"3BR / 2.5Ba
1764ft2
available may 19

townhouse
w/d in unit
attached garage",3,False,2017-07-03 09:21,"Quiet neighborhood.
Spacious 3 bedroom and 2.5 bathroom
Large living room, Family room/ gas fire place
Indoor laundry, 2 car garage
Newly installed wood floor and granite counter top
address:  Unit C,  537 E Mckinley, Sunnyvale

No smoking and No pets
Deposit: one month's rent
12 months lease requested.
",37.371782,-122.023442,True,"
        (google map)
        
",Gorgeous Sunnyvale Townhouse,$3900,http://sfbay.craigslist.org/sby/apa/6181783345.html,sunnyvale,813ft2,1BR / 1Ba,37.371782-122.023442,"(37.371782, -122.023442)"
653ft2,"1BR / 1Ba
653ft2
available jul 3

open house dates

monday 2017-07-03

wednesday 2017-07-05

thursday 2017-07-06

apartment
laundry in bldg
carport",1,False,2017-07-03 09:15,"Lease Agreement
CONTACT ME BY TELEPHONE: 
 show contact info
Or EMAIL: 
 show contact info

Our complex is located on Sunnyvale-Saratoga Road in beautiful Sunnyvale. We would like to extend an invitation to all those looking for a reasonably priced apartments to contact our manager at 
 show contact info
 Sorry, we do not take section 8.
We currently are offering a LEASE AGREEMENTS for the following: 
Large 1-bed x 1-bath (653 sq ft) - $2055 with a $800 deposit 
Address: 
BALI HAI GARDEN APARTMENTS 
1158 Sunnyvale Saratoga Road 
Sunnyvale, Ca. 94087 
Call now: 
 show contact info
Or EMAIL: 
 show contact info
Or walk-in Monday thru Friday 8:00 AM to 5:00 PM, but we are closed btw. 12:00PM to 1:00PM for 1 hour lunch break.
** PLEASE GIVE US YOUR NAME & PHONE NUMBER WHEN YOU LEAVE A MESSAGE **
Hurry these units will not be here for long... 
No DOGS or CATS allowed!    ",37.356441,-122.032371,True,"Sunnyvale Saratoga Road at Crescent Avenue
        (google map)
        
",Spacious Large bedroom - 1 bathroom (BH),$2055,http://sfbay.craigslist.org/sby/apa/6203041958.html,sunnyvale,813ft2,1BR / 1Ba,37.356441-122.032371,"(37.356441, -122.032371)"
1063ft2,"2BR / 2Ba
1063ft2
available aug 4

cats are OK - purrr
dogs are OK - wooof
apartment
w/d in unit
no smoking
detached garage",2,False,2017-07-03 09:14,"Heritage District Sunnyvale Apartments Nestled in the heart of Silicon Valley, Villa Del Sol offers a blissful lifestyle from the inside, out. Each of our thoughtfully designed, pet-friendly apartment homes features private entry, patio or balcony, ceiling fan, washer and dryer in unit, and expansive closet space. Our one, two and three bedroom homes also boast double-paned windows, modern GE appliances, additional onsite storage options, and dramatically vaulted ceilings in select units. Enjoy our outdoor hot tub, 24-hour fitness center and comfortably furnished business center. Urban commuters have easy access to Silicon Valley's technology employers, as Villa Del Sol is a brief walk to Caltrain Station and minutes from all major freeways. Downtown Murphy Street and Sunnyvale Town Center flourish with a vast array of shopping and dining options.Our friendly staff is waiting to welcome you home-- call us today to schedule a tour!  Call Now: 
show contact info
Interested in more information? Visit link below:http://pinnaclefamily.aptdetails.com/099294 This is a 2 Bedroom, 2 Bath, approximately 1063 Sq. Ft. Features - Ceiling Fan  - Expansive Closet Space  - Detached Garage  - Washer/Dryer in unit  - Additional Onsite Storage *  - Private Entry  - Patio/Balcony  - Double-Paned Windows *  - Vaulted Ceilings *  - Modern GE Appliances * * In Select Units Community Amenities - Hot Tub  - 24-Hour Fitness Center  - Brief Walk to Caltrain Station  - Short Term Leases Available 3-12 Months  - Minutes Away From All Major Freeways  - Business Center  - Sparkling Pool Pet Policy Cats and Dogs Welcome$45/Cats and $50/Dogs $500 Deposit (2 pets Max)No Restricted Breeds Income Requirements: Three times the monthly rent. Office Hours MON-SAT 9:00 AM - 6:00 PMSUN 10:00 AM - 5:00 PM Villa Del Sol 355 E EVELYN AVE, Sunnyvale, CA, 94086Equal Housing Opportunity D7U5G3iA4 ",37.376455,-122.027034,True,"355 E. Evelyn Ave.
        (google map)
        
","Ceiling Fan, Expansive Closet Space, Double-Paned Windows, Hot Tub",$3795,http://sfbay.craigslist.org/sby/apa/6203041077.html,sunnyvale,813ft2,1BR / 1Ba,37.376455-122.027034,"(37.376455, -122.027034)"
